                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                  1.922,                 1.8752,                 1.0707,                0.60655,                 0.3038,                0.29174,                0.18757,                  1.814,                 1.6659,                 1.0484,              0.0005783,              0.0005783,              0.0005783
                     13,                 1.8673,                 1.8257,                 1.0696,                0.65424,                0.30295,                0.30188,                 0.1904,                 1.8393,                 1.6689,                 1.0563,             0.00057733,             0.00057733,             0.00057733
                     14,                 1.9061,                 1.8295,                 1.0647,                0.65259,                0.31184,                0.31397,                0.20325,                 1.8038,                 1.6343,                 1.0562,             0.00057636,             0.00057636,             0.00057636
                     15,                 1.8832,                 1.7866,                 1.0685,                0.64476,                0.32225,                0.34369,                0.22662,                 1.7832,                 1.6178,                 1.0461,             0.00057539,             0.00057539,             0.00057539
                     16,                 1.9058,                 1.8167,                 1.0698,                0.50318,                0.37426,                0.34633,                0.23016,                 1.7654,                 1.6194,                  1.042,             0.00057442,             0.00057442,             0.00057442
                     17,                 1.8504,                 1.7513,                 1.0548,                0.61255,                0.35978,                0.35937,                0.23301,                 1.7927,                 1.6147,                 1.0402,             0.00057345,             0.00057345,             0.00057345
                     18,                 1.8591,                 1.7206,                 1.0557,                0.48842,                0.34977,                0.34921,                0.21795,                 1.8046,                 1.5719,                 1.0473,             0.00057248,             0.00057248,             0.00057248
                     19,                  1.845,                 1.6916,                 1.0505,                0.59683,                0.36495,                0.38271,                0.25205,                 1.7691,                 1.5383,                 1.0439,             0.00057151,             0.00057151,             0.00057151
                     20,                 1.8287,                 1.6649,                 1.0426,                0.57963,                0.38306,                 0.3943,                0.25011,                 1.8296,                 1.5665,                 1.0524,             0.00057054,             0.00057054,             0.00057054
                     21,                  1.843,                 1.6618,                 1.0436,                0.68924,                0.36614,                0.38285,                 0.2463,                 1.7645,                 1.5271,                 1.0391,             0.00056957,             0.00056957,             0.00056957
                     22,                 1.8101,                 1.6212,                 1.0401,                 0.6196,                0.38984,                 0.4172,                0.28105,                 1.7374,                  1.501,                 1.0319,              0.0005686,              0.0005686,              0.0005686
                     23,                 1.7966,                 1.6176,                 1.0365,                0.51492,                0.42361,                0.42591,                0.27891,                 1.7406,                 1.4916,                 1.0313,             0.00056763,             0.00056763,             0.00056763
                     24,                 1.8216,                 1.5998,                 1.0407,                 0.4205,                0.43313,                0.40403,                0.25791,                 1.7818,                 1.4977,                  1.038,             0.00056666,             0.00056666,             0.00056666
                     25,                  1.806,                 1.5758,                 1.0373,                0.46075,                0.43416,                0.42897,                0.28482,                 1.7375,                 1.4639,                 1.0309,             0.00056569,             0.00056569,             0.00056569
                     26,                 1.7961,                 1.5709,                 1.0324,                 0.5858,                0.42311,                0.44262,                0.29793,                 1.7084,                 1.4512,                 1.0252,             0.00056472,             0.00056472,             0.00056472
                     27,                 1.7955,                 1.5617,                 1.0333,                0.47222,                0.46375,                 0.4293,                0.27825,                 1.7433,                 1.5043,                 1.0235,             0.00056374,             0.00056374,             0.00056374
                     28,                 1.7961,                  1.567,                 1.0315,                0.54151,                 0.4516,                0.45706,                0.30175,                 1.7359,                 1.4615,                 1.0249,             0.00056277,             0.00056277,             0.00056277
                     29,                 1.7832,                 1.5523,                 1.0272,                0.59138,                 0.4459,                 0.4583,                0.30451,                 1.7219,                 1.4565,                 1.0279,              0.0005618,              0.0005618,              0.0005618
                     30,                 1.7605,                 1.4959,                 1.0175,                0.51081,                0.48033,                0.44344,                0.28542,                 1.7129,                 1.4219,                 1.0186,             0.00056083,             0.00056083,             0.00056083
                     31,                   1.76,                 1.5016,                 1.0209,                0.45998,                0.48285,                0.47156,                 0.3109,                 1.7535,                 1.4326,                 1.0298,             0.00055986,             0.00055986,             0.00055986
                     32,                 1.7649,                 1.4879,                 1.0187,                0.53789,                0.49838,                0.49109,                0.32689,                 1.7175,                 1.4072,                 1.0213,             0.00055889,             0.00055889,             0.00055889
                     33,                 1.7457,                 1.4738,                 1.0206,                0.60531,                0.47276,                0.50622,                0.33773,                 1.7371,                 1.3894,                 1.0171,             0.00055792,             0.00055792,             0.00055792
                     34,                 1.7661,                 1.4946,                 1.0243,                0.49602,                0.50237,                0.47954,                0.31228,                 1.7096,                 1.4095,                 1.0195,             0.00055695,             0.00055695,             0.00055695
                     35,                 1.7384,                 1.4563,                 1.0163,                0.52659,                0.47447,                0.47974,                0.31827,                 1.7096,                 1.3685,                 1.0155,             0.00055598,             0.00055598,             0.00055598
                     36,                 1.7702,                 1.4739,                 1.0198,                 0.4784,                0.49643,                0.47015,                0.30528,                 1.7069,                 1.3945,                 1.0158,             0.00055501,             0.00055501,             0.00055501
                     37,                 1.7142,                 1.4219,                 1.0142,                0.61935,                0.51563,                0.53192,                0.36331,                 1.6916,                 1.3387,                 1.0173,             0.00055404,             0.00055404,             0.00055404
                     38,                 1.7123,                 1.4205,                 1.0089,                0.58978,                0.49017,                0.53629,                0.36042,                 1.6674,                 1.3297,                 1.0127,             0.00055307,             0.00055307,             0.00055307
                     39,                 1.7136,                 1.4025,                 1.0089,                0.54869,                0.52081,                0.53854,                0.36564,                 1.6678,                 1.3394,                 1.0098,              0.0005521,              0.0005521,              0.0005521
                     40,                 1.7182,                 1.3938,                 1.0144,                0.57905,                 0.5145,                 0.5367,                0.36159,                 1.6804,                 1.3219,                 1.0099,             0.00055113,             0.00055113,             0.00055113
                     41,                 1.6886,                 1.3848,                 1.0045,                0.55563,                0.50662,                0.52774,                0.35827,                 1.6667,                 1.3276,                 1.0062,             0.00055016,             0.00055016,             0.00055016
                     42,                 1.6985,                 1.3786,                 1.0104,                0.63878,                0.50054,                0.54257,                0.36604,                 1.6747,                 1.3389,                 1.0147,             0.00054919,             0.00054919,             0.00054919
                     43,                 1.7403,                 1.3937,                 1.0108,                0.58281,                0.53486,                0.54629,                0.37067,                 1.6862,                  1.317,                 1.0062,             0.00054822,             0.00054822,             0.00054822
                     44,                 1.7018,                 1.3584,                0.99955,                0.60938,                0.53478,                0.55747,                 0.3739,                 1.6608,                 1.2994,                 1.0014,             0.00054725,             0.00054725,             0.00054725
                     45,                 1.6832,                 1.3362,                 1.0035,                0.63669,                0.52981,                0.56655,                 0.3824,                 1.6915,                 1.2899,                 1.0082,             0.00054628,             0.00054628,             0.00054628
                     46,                 1.6922,                 1.3422,                0.99571,                0.63063,                0.52947,                0.57279,                0.37919,                 1.6704,                 1.2624,                 1.0057,             0.00054531,             0.00054531,             0.00054531
                     47,                 1.6783,                 1.3166,                0.99305,                0.59407,                0.54492,                0.55952,                0.38164,                 1.6546,                 1.2642,                  1.001,             0.00054434,             0.00054434,             0.00054434
                     48,                 1.6885,                 1.3406,                0.99933,                0.64011,                0.51902,                 0.5641,                0.38129,                 1.6504,                 1.2787,                0.99755,             0.00054337,             0.00054337,             0.00054337
                     49,                 1.6783,                 1.3195,                0.99273,                0.61867,                0.53812,                0.57377,                 0.3899,                 1.6418,                 1.2629,                 1.0014,              0.0005424,              0.0005424,              0.0005424
                     50,                 1.6753,                  1.307,                0.99177,                0.62495,                0.56069,                0.58157,                 0.3952,                 1.6563,                 1.2579,                 1.0034,             0.00054143,             0.00054143,             0.00054143
                     51,                 1.6679,                 1.2905,                0.99724,                0.72468,                0.54756,                  0.601,                0.41359,                 1.6352,                 1.2448,                0.99643,             0.00054046,             0.00054046,             0.00054046
                     52,                 1.6989,                 1.3047,                0.99778,                0.63237,                0.56702,                 0.6013,                0.40399,                 1.6603,                 1.2523,                 1.0025,             0.00053949,             0.00053949,             0.00053949
                     53,                 1.6777,                  1.283,                0.99313,                 0.6333,                0.57314,                0.60923,                0.42269,                 1.6331,                  1.216,                0.99933,             0.00053852,             0.00053852,             0.00053852
                     54,                 1.6823,                 1.2787,                0.99494,                0.71726,                0.51287,                0.59765,                0.40612,                 1.6599,                   1.25,                 1.0025,             0.00053755,             0.00053755,             0.00053755
                     55,                 1.6644,                 1.2612,                0.99379,                0.66546,                0.56893,                0.60612,                0.41369,                 1.6404,                 1.2092,                0.99398,             0.00053658,             0.00053658,             0.00053658
                     56,                 1.6663,                 1.2662,                0.98363,                0.69483,                0.55758,                0.61089,                0.42151,                 1.6333,                 1.2107,                0.99691,             0.00053561,             0.00053561,             0.00053561
                     57,                 1.6659,                 1.2544,                0.99417,                0.68796,                0.57685,                0.61798,                0.43199,                 1.6114,                 1.2149,                0.99543,             0.00053464,             0.00053464,             0.00053464
                     58,                 1.6489,                   1.25,                0.98285,                0.68693,                0.55773,                0.60593,                0.41587,                  1.652,                 1.2187,                0.99217,             0.00053367,             0.00053367,             0.00053367
                     59,                 1.6667,                 1.2539,                 0.9877,                0.68014,                0.57119,                0.62585,                 0.4299,                 1.6238,                 1.2002,                0.99275,              0.0005327,              0.0005327,              0.0005327
                     60,                 1.6612,                 1.2382,                0.98846,                0.68189,                0.55849,                0.62341,                0.42071,                 1.6422,                 1.2005,                 0.9978,             0.00053173,             0.00053173,             0.00053173
                     61,                 1.6728,                 1.2332,                0.98972,                0.72768,                0.55487,                0.64298,                0.44521,                  1.616,                 1.1887,                 0.9885,             0.00053076,             0.00053076,             0.00053076
                     62,                 1.6373,                 1.2248,                0.98687,                0.64935,                0.61142,                0.63278,                0.43946,                 1.5965,                   1.17,                0.98814,             0.00052979,             0.00052979,             0.00052979
                     63,                 1.6147,                 1.1978,                 0.9807,                0.72115,                0.57651,                0.63539,                0.43447,                 1.6054,                 1.1708,                0.98476,             0.00052882,             0.00052882,             0.00052882
                     64,                 1.6616,                 1.2306,                0.98911,                0.71567,                0.58472,                0.65371,                0.44753,                 1.6458,                 1.1852,                0.99366,             0.00052785,             0.00052785,             0.00052785
                     65,                 1.6453,                 1.2161,                0.98141,                0.70796,                0.60082,                0.64749,                0.44852,                 1.5992,                 1.1492,                0.98801,             0.00052688,             0.00052688,             0.00052688
                     66,                 1.6345,                 1.1989,                0.97976,                0.73135,                 0.5855,                0.64357,                0.44722,                 1.6115,                 1.1486,                0.98823,             0.00052591,             0.00052591,             0.00052591
                     67,                  1.611,                 1.1854,                0.97376,                0.69251,                0.60099,                0.64631,                0.43994,                 1.6025,                 1.1627,                0.98296,             0.00052494,             0.00052494,             0.00052494
                     68,                 1.6107,                 1.1898,                0.97803,                0.70003,                0.59236,                0.64157,                0.44582,                 1.6133,                 1.1656,                0.98912,             0.00052397,             0.00052397,             0.00052397
                     69,                 1.6243,                 1.1994,                0.98178,                0.71614,                0.58593,                 0.6509,                0.44915,                 1.6307,                 1.1755,                0.98737,               0.000523,               0.000523,               0.000523
                     70,                 1.5796,                 1.1641,                0.97498,                0.66678,                0.64386,                0.66994,                 0.4624,                 1.6082,                  1.138,                0.98995,             0.00052203,             0.00052203,             0.00052203
                     71,                 1.6072,                   1.18,                0.97488,                0.70764,                0.63459,                0.66335,                0.45871,                 1.6101,                 1.1379,                0.98631,             0.00052106,             0.00052106,             0.00052106
                     72,                 1.6168,                 1.1751,                0.98086,                0.77046,                0.59498,                0.66553,                0.45206,                 1.6322,                 1.1368,                0.99479,             0.00052009,             0.00052009,             0.00052009
                     73,                 1.5946,                 1.1662,                0.97043,                0.75733,                0.60591,                0.67808,                0.47483,                 1.5907,                 1.1216,                0.98289,             0.00051912,             0.00051912,             0.00051912
                     74,                 1.5966,                 1.1541,                0.96884,                0.76156,                0.59995,                0.67014,                 0.4652,                 1.6038,                 1.1434,                 0.9878,             0.00051815,             0.00051815,             0.00051815
                     75,                 1.6086,                 1.1597,                0.97057,                0.70941,                0.61856,                0.67652,                0.46043,                 1.5958,                 1.1416,                0.98082,             0.00051718,             0.00051718,             0.00051718
                     76,                 1.5905,                 1.1371,                0.97243,                0.68556,                0.62502,                0.67326,                0.47728,                 1.5656,                 1.1128,                0.97654,             0.00051621,             0.00051621,             0.00051621
                     77,                 1.5831,                 1.1488,                 0.9738,                 0.6974,                0.65031,                0.68285,                  0.472,                 1.5845,                 1.1134,                0.97857,             0.00051523,             0.00051523,             0.00051523
                     78,                 1.5921,                 1.1437,                0.96853,                0.73117,                0.62193,                0.67426,                 0.4713,                 1.5843,                 1.1301,                0.98103,             0.00051426,             0.00051426,             0.00051426
                     79,                 1.6043,                 1.1476,                0.96688,                0.70356,                0.61784,                0.68554,                0.47717,                 1.5652,                 1.1268,                0.97612,             0.00051329,             0.00051329,             0.00051329
                     80,                 1.6179,                 1.1586,                0.97905,                0.71132,                0.63914,                0.69345,                0.48654,                 1.5781,                  1.112,                0.97895,             0.00051232,             0.00051232,             0.00051232
                     81,                 1.5732,                 1.1252,                0.96362,                0.70169,                0.65202,                0.68052,                0.47203,                 1.5706,                 1.0981,                0.97592,             0.00051135,             0.00051135,             0.00051135
                     82,                 1.5973,                 1.1525,                0.96307,                0.77734,                0.62181,                0.69467,                0.48563,                 1.5697,                 1.0964,                0.97668,             0.00051038,             0.00051038,             0.00051038
                     83,                 1.5703,                 1.1195,                0.96881,                 0.6914,                0.64285,                0.68539,                0.48314,                  1.567,                 1.1108,                0.97791,             0.00050941,             0.00050941,             0.00050941
                     84,                 1.5848,                 1.1341,                0.97187,                0.75084,                0.61933,                0.69138,                0.47996,                 1.5797,                 1.1013,                0.98138,             0.00050844,             0.00050844,             0.00050844
                     85,                 1.5896,                 1.1238,                0.97081,                0.72828,                0.62328,                0.68413,                0.47292,                 1.5957,                 1.1149,                0.98338,             0.00050747,             0.00050747,             0.00050747
                     86,                 1.5747,                  1.109,                0.97061,                0.76017,                0.61972,                0.69174,                0.47343,                 1.5986,                 1.1058,                0.98287,              0.0005065,              0.0005065,              0.0005065
                     87,                 1.5754,                 1.1022,                0.96404,                0.75964,                0.65287,                0.69841,                0.48798,                 1.5664,                 1.0775,                0.97304,             0.00050553,             0.00050553,             0.00050553
                     88,                 1.5778,                 1.1069,                0.96517,                0.74526,                0.64089,                 0.6976,                 0.4883,                 1.5669,                 1.0862,                0.97584,             0.00050456,             0.00050456,             0.00050456
                     89,                 1.5831,                 1.1034,                0.96396,                0.77654,                0.63351,                 0.6977,                0.49112,                  1.567,                 1.0726,                0.97591,             0.00050359,             0.00050359,             0.00050359
                     90,                  1.548,                 1.0798,                0.96099,                0.77887,                0.63698,                0.69764,                0.49244,                 1.5455,                 1.0725,                0.96935,             0.00050262,             0.00050262,             0.00050262
                     91,                 1.5554,                 1.0889,                0.95777,                 0.7567,                0.65613,                 0.7152,                0.50366,                  1.548,                 1.0576,                0.96976,             0.00050165,             0.00050165,             0.00050165
                     92,                  1.561,                 1.0792,                0.96304,                0.77241,                0.64083,                0.70309,                0.48348,                 1.5829,                 1.0676,                0.97721,             0.00050068,             0.00050068,             0.00050068
                     93,                 1.5493,                 1.0724,                0.96163,                0.75841,                0.64358,                0.71811,                0.50221,                 1.5827,                 1.0587,                0.97502,             0.00049971,             0.00049971,             0.00049971
                     94,                  1.551,                 1.0765,                0.95934,                0.78456,                0.63197,                0.70767,                0.49567,                 1.5658,                 1.0574,                0.97399,             0.00049874,             0.00049874,             0.00049874
                     95,                 1.5263,                 1.0515,                0.95343,                0.74797,                 0.6541,                 0.7047,                0.48931,                 1.5761,                 1.0609,                0.97589,             0.00049777,             0.00049777,             0.00049777
                     96,                 1.5611,                 1.0739,                0.96508,                0.71174,                0.68593,                 0.7167,                0.49633,                 1.5488,                 1.0694,                0.97032,              0.0004968,              0.0004968,              0.0004968
                     97,                 1.5552,                  1.063,                0.95656,                0.80686,                0.63908,                0.71592,                0.50517,                 1.5524,                 1.0365,                0.96986,             0.00049583,             0.00049583,             0.00049583
                     98,                 1.5383,                  1.056,                0.96072,                0.79837,                0.65263,                0.72706,                0.51693,                 1.5313,                 1.0341,                0.96607,             0.00049486,             0.00049486,             0.00049486
                     99,                 1.5232,                 1.0553,                0.95811,                0.78851,                0.66438,                0.71753,                0.51104,                 1.5429,                 1.0464,                   0.97,             0.00049389,             0.00049389,             0.00049389
                    100,                 1.5494,                 1.0579,                0.96128,                0.72906,                0.66494,                0.71729,                0.50526,                 1.5414,                 1.0417,                 0.9668,             0.00049292,             0.00049292,             0.00049292
                    101,                 1.5376,                 1.0608,                 0.9558,                0.74154,                0.68166,                0.72173,                0.50492,                  1.558,                 1.0393,                0.96952,             0.00049195,             0.00049195,             0.00049195
                    102,                 1.5432,                 1.0557,                0.96028,                0.81114,                0.64283,                0.72081,                0.50827,                 1.5395,                 1.0325,                0.96924,             0.00049098,             0.00049098,             0.00049098
                    103,                 1.5274,                 1.0399,                0.95399,                0.78276,                0.65659,                0.72689,                0.52041,                 1.5338,                 1.0465,                0.96754,             0.00049001,             0.00049001,             0.00049001
                    104,                 1.5427,                 1.0579,                0.95994,                0.71338,                0.67958,                0.72152,                0.51486,                 1.5229,                 1.0483,                0.96622,             0.00048904,             0.00048904,             0.00048904
                    105,                 1.5371,                 1.0474,                0.95613,                 0.8023,                0.65801,                0.73072,                0.51732,                 1.5451,                 1.0361,                0.96833,             0.00048807,             0.00048807,             0.00048807
                    106,                 1.5276,                 1.0404,                 0.9592,                0.79104,                0.66421,                 0.7218,                0.49393,                 1.5894,                 1.0639,                0.98245,              0.0004871,              0.0004871,              0.0004871
                    107,                  1.549,                 1.0477,                0.96622,                0.73013,                0.68138,                0.72209,                0.52142,                 1.5326,                 1.0296,                0.96895,             0.00048613,             0.00048613,             0.00048613
                    108,                 1.5151,                 1.0317,                0.95302,                0.79351,                0.66036,                0.73941,                 0.5301,                 1.5333,                 1.0187,                0.96636,             0.00048516,             0.00048516,             0.00048516
                    109,                 1.5235,                 1.0406,                0.95254,                0.77047,                 0.6957,                 0.7415,                0.53039,                 1.5269,                  1.027,                0.96853,             0.00048419,             0.00048419,             0.00048419
                    110,                 1.5313,                 1.0522,                0.95187,                0.75156,                0.68373,                0.72656,                0.51845,                 1.5305,                 1.0323,                  0.963,             0.00048322,             0.00048322,             0.00048322
                    111,                 1.5398,                 1.0456,                0.95048,                0.79541,                0.66707,                0.73357,                0.52608,                 1.5312,                 1.0084,                0.96202,             0.00048225,             0.00048225,             0.00048225
                    112,                 1.5314,                 1.0387,                0.95542,                 0.7879,                0.66151,                0.72489,                0.50765,                 1.5516,                 1.0281,                0.97001,             0.00048128,             0.00048128,             0.00048128
                    113,                 1.5068,                 1.0235,                0.94991,                 0.7335,                0.68104,                0.72405,                0.50536,                 1.5439,                 1.0369,                0.97156,             0.00048031,             0.00048031,             0.00048031
                    114,                 1.5306,                 1.0233,                0.95596,                0.79565,                0.67095,                0.74281,                0.52096,                 1.5419,                 1.0113,                0.97156,             0.00047934,             0.00047934,             0.00047934
                    115,                 1.5177,                 1.0105,                0.95231,                0.76972,                0.67145,                0.72933,                0.52333,                 1.5205,                 1.0158,                0.95948,             0.00047837,             0.00047837,             0.00047837
                    116,                 1.5104,                 1.0182,                0.95284,                0.77491,                0.67967,                 0.7402,                0.52753,                 1.5123,                 1.0077,                0.96196,              0.0004774,              0.0004774,              0.0004774
                    117,                 1.5199,                  1.003,                0.94999,                0.79554,                0.68125,                0.73888,                0.52718,                 1.5242,                0.99408,                0.96022,             0.00047643,             0.00047643,             0.00047643
                    118,                 1.5098,                 1.0064,                0.94785,                0.78454,                0.70006,                0.74983,                0.53733,                 1.5076,                0.98504,                0.95732,             0.00047546,             0.00047546,             0.00047546
                    119,                 1.4863,                0.98691,                0.94964,                0.79519,                0.68553,                0.74118,                0.52828,                 1.5224,                0.99035,                0.96376,             0.00047449,             0.00047449,             0.00047449
                    120,                 1.5075,                 1.0091,                0.95066,                0.75788,                0.71102,                0.74407,                0.53316,                  1.521,                0.99825,                0.96215,             0.00047352,             0.00047352,             0.00047352
                    121,                 1.5136,                 1.0094,                0.94668,                0.80268,                0.68254,                0.74587,                0.53531,                 1.5269,                 1.0063,                0.96233,             0.00047255,             0.00047255,             0.00047255
                    122,                 1.5165,                 1.0117,                0.94965,                0.83089,                0.68275,                0.74743,                0.53677,                 1.5207,                0.98663,                 0.9611,             0.00047158,             0.00047158,             0.00047158
                    123,                 1.5036,                0.99203,                0.94411,                0.77899,                0.69805,                 0.7566,                0.53996,                 1.5207,                 0.9942,                0.95986,             0.00047061,             0.00047061,             0.00047061
                    124,                 1.4978,                0.98991,                0.94117,                0.80024,                 0.6975,                 0.7572,                0.54296,                 1.5064,                0.98008,                0.95888,             0.00046964,             0.00046964,             0.00046964
                    125,                 1.4844,                0.97299,                0.94576,                0.83894,                0.68081,                0.76524,                0.54894,                 1.4929,                0.97547,                0.95694,             0.00046867,             0.00046867,             0.00046867
                    126,                 1.4992,                0.99489,                0.94389,                0.79079,                0.70447,                0.74655,                0.52851,                 1.5197,                0.98469,                0.96051,              0.0004677,              0.0004677,              0.0004677
                    127,                 1.4985,                0.98291,                0.94543,                  0.809,                0.70057,                0.76187,                0.53508,                 1.5066,                0.97474,                 0.9567,             0.00046672,             0.00046672,             0.00046672
                    128,                 1.5088,                0.98432,                0.94663,                0.79169,                 0.6937,                 0.7476,                0.52909,                 1.5183,                0.98577,                0.95888,             0.00046575,             0.00046575,             0.00046575
                    129,                 1.5082,                0.98502,                0.94729,                0.80105,                0.70259,                0.75204,                0.52942,                 1.5084,                 0.9827,                0.95913,             0.00046478,             0.00046478,             0.00046478
                    130,                 1.4882,                0.99016,                0.94526,                0.77604,                0.71689,                0.75691,                0.54314,                 1.4959,                 0.9674,                0.95429,             0.00046381,             0.00046381,             0.00046381
                    131,                 1.4868,                0.97774,                0.94549,                0.82049,                 0.7016,                0.76211,                0.54755,                 1.4925,                0.97909,                0.95686,             0.00046284,             0.00046284,             0.00046284
                    132,                  1.489,                0.98466,                0.94138,                0.80912,                0.69188,                0.76737,                0.54775,                 1.4912,                0.97906,                0.95607,             0.00046187,             0.00046187,             0.00046187
                    133,                 1.4903,                0.98127,                0.93956,                0.79827,                0.69829,                0.75264,                0.54149,                 1.4888,                0.97037,                0.95291,              0.0004609,              0.0004609,              0.0004609
